w,G,lldg,L
0.142326,2508.75,0.27061999999999997,7424.5092
0.151362,1292.91,0.26086,4599.7964
0.145146,1186.49,0.2809,6781.5396
0.17441399999999999,2137.4700000000003,0.11722,7889.9924
0.14285399999999998,1100.47,0.16998,4829.1892
0.16191,1554.37,0.10338,10637.6828
0.155094,2626.3900000000003,0.12302,5758.4812
0.14940599999999998,1754.29,0.23958,7628.786
0.14168999999999998,1278.29,0.1447,4753.8412
0.14132999999999998,2635.23,0.29842,7526.6476
0.147126,1340.17,0.13838,4202.9636
0.16422599999999998,1359.55,0.14614,8417.4284
0.14906999999999998,1133.45,0.14378000000000002,6669.3548
0.120114,1880.43,0.10930000000000001,8820.9588
0.164682,1674.73,0.25546,3888.1764000000003
0.132546,1509.83,0.2641,8052.4092
0.173058,2644.41,0.1709,6979.1188
0.168738,1449.99,0.29618,8020.595600000001
0.121554,2662.77,0.11522,9979.6436
0.16270199999999999,1612.51,0.25582,6719.5868
0.15909,2501.95,0.1283,5790.2948
0.122178,1443.19,0.21482,11260.5596
0.168462,2560.09,0.24201999999999999,5428.624400000001
0.131214,1683.23,0.12254000000000001,3675.5276
0.175038,1663.17,0.16074,10245.8732
0.151254,1928.0300000000002,0.27762,4862.6772
0.179994,2618.23,0.22125999999999998,5483.8796
0.12659399999999998,2501.6099999999997,0.18594,8112.687599999999
0.122706,2101.09,0.2551,10237.501199999999
0.170922,1456.11,0.1979,5066.954
0.12735,2473.3900000000003,0.27502,8519.5668
0.17263799999999999,2508.0699999999997,0.17078,6374.660400000001
0.124722,1265.37,0.10906,9112.3044
0.134178,1203.49,0.11838,3462.8788
0.132486,2374.11,0.11998,6632.518
0.149418,1160.65,0.23814,7113.0707999999995
0.155166,1410.8899999999999,0.18541999999999997,10597.4972
0.167346,2368.33,0.16298,7896.6900000000005
0.16502999999999998,2442.45,0.15578,6722.935600000001
0.158826,1010.03,0.18669999999999998,5346.578799999999
0.12370199999999999,2669.91,0.1129,5020.0707999999995
0.16527,1219.1299999999999,0.20322,7034.374
0.174198,1171.19,0.14782,4030.5004
0.163662,1870.23,0.2437,4360.3572
0.174618,2686.91,0.20022,11305.7684
0.15456599999999998,2125.23,0.18058,10105.223600000001
0.169518,1154.87,0.1111,6707.866
0.131898,2355.07,0.26378,4475.8908
0.177582,2656.65,0.13462000000000002,8156.222000000001
0.178014,1123.25,0.15374,3422.6932
0.15955799999999998,2650.5299999999997,0.14358,5992.8972
0.121998,1248.37,0.20958,7531.670800000001
0.139818,2398.59,0.10490000000000001,9956.202000000001
0.178674,2571.65,0.11706,11292.3732
0.13652999999999998,1242.93,0.13594,7961.9916
0.17169,2318.6899999999996,0.2801,9259.6516
0.126654,2683.17,0.29701999999999995,7300.6035999999995
0.12231,2378.19,0.19113999999999998,9206.070800000001
0.160074,1127.67,0.29982,11235.443599999999
0.127638,1975.9700000000003,0.26734,5858.9452
0.15189,1042.33,0.22410000000000002,7834.7372
0.121434,1957.6100000000001,0.26805999999999996,6942.282
0.170646,2103.13,0.11582,3389.2052
0.128514,2007.5900000000001,0.19034,4115.8948
0.153378,1504.39,0.10582000000000001,4231.4284
0.149262,1707.03,0.21237999999999999,7730.9244
0.16641,1970.19,0.27942,10456.847600000001
0.145746,1299.03,0.21037999999999998,11195.258000000002
0.15179399999999998,1587.35,0.18441999999999997,5041.838
0.135174,1515.27,0.1189,7779.482
0.14993399999999998,2262.59,0.29642,8748.9596
0.17535,2359.49,0.24438,8862.818800000001
0.148662,1491.81,0.20722000000000002,5601.087600000001
0.161358,1698.87,0.14526,10374.802
0.146934,2435.3100000000004,0.15994,10443.4524
0.14646599999999999,2283.67,0.14646,9701.693200000002
0.166494,1227.97,0.24022,3377.4844
0.16103399999999998,1557.0900000000001,0.10378000000000001,10142.0604
0.150414,2311.21,0.21445999999999998,6018.013199999999
0.12650999999999998,1202.81,0.10902,6436.6132
0.146334,1126.31,0.1017,10026.5268
0.169206,2213.9700000000003,0.27049999999999996,11344.2796
0.163434,1373.49,0.1159,9982.9924
0.172362,1201.1100000000001,0.29769999999999996,5907.5028
0.141978,1355.13,0.13782,8281.802
0.15399,1116.45,0.25346,10898.889200000001
0.145974,1514.25,0.10158,4462.4956
0.14257799999999998,1296.31,0.11926,6523.682
0.14919,2335.35,0.2345,10358.058
0.175062,2060.9700000000003,0.20401999999999998,10863.7268
0.12308999999999999,1084.15,0.25734,10846.9828
0.147978,1839.63,0.25058,6210.5692
0.138186,1046.75,0.18894,3508.0876
0.127458,1834.53,0.12358000000000001,9135.746
0.161586,1075.31,0.29978,7385.998
0.16369799999999998,1291.21,0.11942,7457.9972
0.14373,1319.77,0.12562,11066.3292
0.120378,1274.21,0.2741,3183.254
0.16238999999999998,2098.37,0.19418,6396.4276
0.132786,2284.35,0.1619,10734.797999999999
0.14787,1858.33,0.15494,10714.7052
0.139902,2477.81,0.18434,5395.136399999999
0.168294,1982.4299999999998,0.13846,8206.454000000002
0.16682999999999998,1322.15,0.12618000000000001,6262.4756
0.120918,1414.97,0.10506,10031.55
0.15462599999999999,1317.3899999999999,0.26705999999999996,5209.278
0.129222,1485.35,0.18494,5498.949199999999
0.16263,2104.83,0.26222,8405.7076
0.160794,1941.29,0.2385,5187.5108
0.13491,2413.21,0.1413,9820.5756
0.152226,1718.25,0.2113,10327.9188
0.160854,1563.5500000000002,0.25029999999999997,9072.1188
0.12542999999999999,1981.41,0.12458,3233.486
0.175338,1594.83,0.1265,6367.962799999999
0.12453,1978.0100000000002,0.21145999999999998,9912.6676
0.134526,1757.01,0.13806000000000002,8147.85
0.150642,1689.01,0.19469999999999998,9406.998800000001
0.17439,1762.79,0.25429999999999997,10671.1708
0.142182,1431.29,0.20629999999999998,4727.0508
0.16786199999999998,2630.8100000000004,0.15018,6771.4932
0.12970199999999998,2214.99,0.17982,3734.1316
0.122946,1256.53,0.24758,9579.462
0.147054,2084.77,0.27558,4434.0308
0.15422999999999998,2590.69,0.2673,5947.6884
0.150318,1301.75,0.20686,4993.2804
0.140382,1587.69,0.17018,8871.1908
0.13413,1261.97,0.21273999999999998,3667.1556
0.13791,1650.25,0.20214,3042.6044
0.14421,2286.05,0.28013999999999994,8435.8468
0.162882,2146.99,0.22538,4517.7508
0.130686,1639.71,0.18538,7941.8988
0.14507399999999998,2452.65,0.1005,4611.5172
0.12078599999999999,1208.93,0.23329999999999998,5277.9284
0.17016599999999998,2273.81,0.26974,3441.1116
0.14018999999999998,1118.83,0.15906,9160.862000000001
0.138882,2331.6099999999997,0.24534,8660.2164
0.127698,1760.75,0.22862,3479.6228
0.17033399999999999,1112.03,0.1669,5765.1788
0.16891799999999998,1037.23,0.20362,8919.7484
0.16716599999999998,1609.79,0.1507,10523.8236
0.122886,1591.4299999999998,0.20557999999999998,3650.4116
0.176082,1561.17,0.1627,10304.477200000001
0.172254,1346.63,0.11586,6048.152400000001
0.13058999999999998,1030.77,0.24922,6552.1468
0.141234,1163.37,0.13774,5205.9292000000005
0.16055399999999997,2593.75,0.14486,8964.9572
0.169674,2628.4300000000003,0.26714,8857.795600000001
0.125598,1170.51,0.13514,4382.124400000001
0.13636199999999998,1408.85,0.11142,10384.8484
0.162234,1721.65,0.17622,6267.4988
0.152982,1055.59,0.18174,5673.0868
0.141438,1463.9299999999998,0.25498,9281.4188
0.173502,1737.63,0.15154,9236.21
0.149286,2388.73,0.27486,10835.261999999999
0.158658,2336.0299999999997,0.21258,10497.0332
0.128466,1477.87,0.13746,8276.7788
0.141282,1594.15,0.14226,3568.366
0.12003,1404.09,0.10086,9527.5556
0.153594,1704.31,0.12078,6135.2212
0.176958,1552.33,0.15082,4567.9828
0.15600599999999998,1139.91,0.16034,4216.3588
0.17570999999999998,1268.77,0.12218000000000001,9021.8868
0.134514,1271.83,0.12022000000000001,9798.8084
0.178638,1687.65,0.25978,6615.773999999999
0.17293799999999998,1623.73,0.2165,3199.998
0.13647,2346.5699999999997,0.12934,10836.936399999999
0.147114,1989.91,0.12006,3399.2516
0.151554,2046.69,0.23322,8094.2692
0.156906,2333.99,0.2573,6143.593199999999
0.15075,2656.99,0.15338000000000002,7397.718800000001
0.13953,2342.1499999999996,0.28469999999999995,6468.426799999999
0.15500999999999998,1733.55,0.15238000000000002,3653.7604
0.165162,1807.67,0.19678,4867.7004
0.121614,2350.6499999999996,0.19741999999999998,8537.9852
0.141462,1276.5900000000001,0.20357999999999998,6496.8916
0.134694,2200.0299999999997,0.28786,3670.5044
0.14496599999999998,2202.0699999999997,0.1321,4531.146
0.149706,2007.25,0.20766,9105.6068
0.16183799999999998,2385.67,0.26861999999999997,11362.698
0.155574,2559.41,0.10374,3523.1572
0.179202,1453.05,0.17774,7945.247600000001
0.12052199999999999,2235.73,0.20626,4033.8492
0.161922,1493.51,0.21886,3273.6716
0.143646,1389.47,0.12638,3591.8076
0.12803399999999998,1088.23,0.29181999999999997,3119.6268
0.126726,2593.07,0.19146,8263.383600000001
0.163794,2121.1499999999996,0.1577,6342.846799999999
0.163602,1636.65,0.18878,3496.3668
0.169242,1301.07,0.20729999999999998,3891.5252
0.130938,1193.63,0.13642,10808.4716
0.13858199999999998,2238.1099999999997,0.23166,7305.6268
0.167874,1872.9499999999998,0.15874,3102.8828
0.156438,2348.6099999999997,0.1153,9500.7652
0.130434,2061.31,0.29498,10498.7076
0.139866,1086.87,0.24974,4253.1956
0.153966,1243.27,0.15054,8936.4924
0.125466,1883.83,0.14806,4673.47
0.13688999999999998,2226.8900000000003,0.24905999999999998,7233.6276
0.15195,1104.21,0.2727,3693.946
0.14113799999999999,2605.31,0.21726,6538.7516
0.164742,2169.77,0.18469999999999998,8819.2844
0.14067,2652.91,0.17014,10277.6868
0.158214,1576.47,0.23858,9331.6508
0.168894,2619.25,0.18866,11361.0236
0.15603,1679.15,0.28746,4137.662
0.173334,1197.71,0.1557,10187.269199999999
0.134466,1142.97,0.29534,9257.977200000001
0.13397399999999998,1744.77,0.18186,4512.7276
0.135534,1107.61,0.10978,7963.666
0.14883,1674.3899999999999,0.29606,6590.657999999999
0.130482,1194.31,0.28278000000000003,7302.277999999999
0.155046,1651.95,0.21826,10406.615600000001
0.12220199999999999,1728.4499999999998,0.17042000000000002,8692.029999999999
0.156642,1907.63,0.25014000000000003,7486.4619999999995
0.15839399999999998,1517.31,0.10802,3402.6004
0.126942,1686.97,0.17706,7541.7172
0.14346599999999998,2515.8900000000003,0.2597,4912.9092
0.144138,1249.05,0.11158,5299.6956
0.130602,2031.39,0.24561999999999998,6466.7524
0.14016599999999999,1638.01,0.11654,3400.926
0.164538,2330.59,0.1287,3677.202
0.169482,2433.27,0.2687,9939.458
0.121074,2609.05,0.24710000000000001,7442.9276
0.169962,1358.87,0.21806,5649.6452
0.142626,2168.75,0.1497,9698.3444
0.140778,1365.33,0.20622000000000001,6434.9388
0.141666,1920.8899999999999,0.24254,3039.2556
0.179694,2479.8500000000004,0.18738,6935.5844
0.129582,1917.83,0.20854,7325.719599999999
0.160566,2417.29,0.18897999999999998,9577.7876
0.15090599999999998,1853.57,0.2781,3769.294
0.136902,2500.9300000000003,0.24117999999999998,6741.354
0.16871399999999998,2464.21,0.20954,9201.0476
0.178218,1825.01,0.1869,5780.2484
0.157854,1994.33,0.15714,8427.4748
0.162978,2020.5099999999998,0.2183,3255.2532
0.14841,1740.69,0.11974,5087.0468
0.138066,2001.4699999999998,0.26286,7791.2028
0.152202,1838.95,0.22361999999999999,3288.7412
0.124818,2016.77,0.24273999999999998,5915.8748
0.12809399999999999,1614.55,0.13326,6090.0124
0.166038,2344.87,0.28637999999999997,3317.206
0.178026,1811.4099999999999,0.10302,4110.8716
0.133434,1865.13,0.23406,7787.854
0.13086599999999998,1630.87,0.10066,9045.3284
0.163542,2037.1699999999998,0.21114,5391.7876
0.137142,2426.4700000000003,0.2861,3806.1308
0.135318,1857.31,0.24842,5490.5772
0.15367799999999998,1632.23,0.1607,5013.3732
0.12729,2327.1899999999996,0.24622,5622.8548
0.17707799999999999,1661.47,0.1073,4325.1948
0.168786,1416.33,0.2679,5832.1548
0.176178,1093.33,0.20426,4986.5828
0.144198,1131.75,0.11378,3647.0627999999997
0.172902,1933.47,0.20838,8887.934799999999
0.15165,1599.5900000000001,0.14206,5930.9444
0.145542,2535.95,0.29918,8712.1228
0.14984999999999998,2672.63,0.21077999999999997,4552.9132
0.12921,2298.9700000000003,0.1547,5415.2292
0.139086,1822.29,0.15702,4780.6316
0.14697,1653.65,0.26466,5478.856400000001
0.174306,1896.0700000000002,0.12042,4043.8956
0.157542,1000.17,0.27402,10158.8044
0.169878,2165.35,0.15098,10975.9116
0.12489,2253.75,0.11566,8998.445199999998
0.15728999999999999,1069.87,0.20222,4645.0052
0.164934,1856.29,0.22089999999999999,3410.9724
0.15695399999999998,1296.65,0.22142,7310.65
0.177174,2528.81,0.19854,5015.0476
0.16365,2516.91,0.24602,6709.5404
0.17463,2287.41,0.25634,9520.858
0.139794,1848.47,0.24446,7456.3228
0.14487,1942.9899999999998,0.25166,5085.3724
0.16688999999999998,1363.63,0.11966,6672.703600000001
0.12800999999999998,2674.67,0.20866,3797.7588
0.123642,2262.9300000000003,0.2653,3794.41
0.17976599999999998,2355.75,0.18782,4300.0788
0.156366,2524.73,0.19182,3275.346
0.166866,1081.09,0.25305999999999995,9715.0884
0.15107399999999999,2276.5299999999997,0.25705999999999996,6081.6404
0.150042,2477.4700000000003,0.23473999999999998,3243.5324
0.150306,2110.6099999999997,0.27749999999999997,4790.678
0.145158,1619.31,0.16898,11253.862000000001
0.17082599999999998,2142.23,0.27605999999999997,10455.173200000001
0.162582,2223.15,0.19762,9842.342799999999
0.128166,1500.99,0.22594,7365.9052
0.14845799999999998,1362.27,0.18713999999999997,9740.204399999999
0.142434,1604.01,0.2451,3657.1092
0.168906,2301.01,0.28794,9599.554800000002
0.154554,1271.15,0.29838,4670.1212
0.126126,2133.73,0.28718,10254.2452
0.162294,2006.23,0.10138000000000001,8815.9356
0.15722999999999998,1805.29,0.26722,9755.274000000001
0.129522,2260.8900000000003,0.24946,8944.8644
0.148398,1078.71,0.12622,4020.4539999999997
0.168342,1762.45,0.2691,7603.67
0.121362,2013.71,0.17006,10043.2708
0.169818,1189.55,0.18922,11367.7212
0.122262,2158.89,0.27137999999999995,6254.1036
0.14602199999999999,1880.77,0.1851,5776.8996
0.12567,1659.43,0.19290000000000002,5005.001200000001
0.16261799999999998,1044.71,0.16814,5190.8596
0.169398,2449.59,0.25593999999999995,6014.6644
0.175806,2618.5699999999997,0.2901,8738.913199999999
0.142602,1275.91,0.20818,10110.2468
0.130086,2237.77,0.27754,5194.2083999999995
0.163038,2429.5299999999997,0.21610000000000001,5433.6476
0.14568599999999998,1805.63,0.13702,5987.874
0.123738,2396.89,0.28754,8345.429199999999
0.125778,2630.4700000000003,0.18418,9766.9948
0.15513,1047.77,0.1915,4628.2612
0.130182,1937.55,0.11514,5689.8308
0.151326,1827.3899999999999,0.27318,8305.2436
0.173322,1191.59,0.28237999999999996,6456.706
0.141798,1269.45,0.21101999999999999,6031.4084
0.136422,1577.49,0.16546,8017.2468
0.164046,2462.51,0.26002000000000003,11007.7252
0.12075,1047.09,0.27793999999999996,7290.5572
0.17807399999999998,2322.09,0.17502,4279.986
0.17832599999999998,1066.13,0.2357,5378.392400000001
0.12202199999999999,2344.5299999999997,0.2985,8844.400399999999
0.12963,2341.81,0.15274,3779.3404
0.15906599999999999,2278.5699999999997,0.2669,11099.8172
0.157986,1736.6100000000001,0.15542,4536.1692
0.166818,1279.31,0.10146000000000001,9273.0468
0.16695,1781.49,0.1855,6535.4028
0.169614,2096.33,0.11278,5222.6732
0.17904599999999998,2604.9700000000003,0.22985999999999998,6051.5012
0.154026,2585.25,0.22477999999999998,10319.5468
0.153306,2033.77,0.2983,7876.597199999999
0.12939,2252.73,0.1585,9430.4404
0.12149399999999999,1887.23,0.28722000000000003,10652.7524
0.17781,1146.37,0.1347,9524.2068
0.13031399999999999,1294.95,0.2377,9780.39
0.15689399999999998,1496.5700000000002,0.18597999999999998,3215.0676
0.13923,1669.29,0.12094,10560.6604
0.149082,2189.83,0.13854,4042.2212
0.135654,1971.5500000000002,0.28322,5870.666
0.178734,1105.91,0.27922,7225.2555999999995
0.16113,2147.33,0.27034,11141.6772
0.127386,2097.01,0.25461999999999996,10939.074799999999
0.171018,1711.1100000000001,0.14474,6635.8668
0.152298,2562.4700000000003,0.1875,4238.126
0.14643,1430.6100000000001,0.23122,10793.402
0.16707,2022.8899999999999,0.20106,4057.2907999999998
0.143838,2398.25,0.29734,10718.054
0.135234,1077.35,0.17634,9545.974
0.167982,2627.41,0.16302,6294.2892
0.14937,1813.1100000000001,0.13818,5445.3684
0.141906,2324.13,0.20285999999999998,10381.4996
0.144654,1040.97,0.2153,10870.4244
0.172518,1816.51,0.20182,3174.882
0.171066,2319.37,0.14906,5560.902
0.12925799999999998,1058.31,0.27766,5364.9972
0.145338,1739.33,0.18925999999999998,4114.2204
0.16149,1579.53,0.23185999999999998,8176.3148
0.175122,1019.21,0.26842,8584.8684
0.128574,2128.63,0.1859,3747.5268
0.12282599999999999,1545.5300000000002,0.18002,7988.782
0.15401399999999998,1572.3899999999999,0.21094,3442.786
0.163566,2529.83,0.10774,4979.8852
0.144102,2248.65,0.1621,7528.322
0.141486,1834.87,0.24054,10768.286
0.172338,1175.27,0.1615,3596.8308
0.159162,2596.4700000000003,0.14938,5641.2732
0.14649,1845.41,0.14902,7330.7428
0.177738,2075.59,0.2457,9465.6028
0.13263,2001.13,0.14834,7099.6756000000005
0.133302,2592.73,0.25529999999999997,9324.9532
0.146694,1864.4499999999998,0.26537999999999995,10878.7964
0.145734,1916.47,0.21142,9013.5148
0.150594,1615.57,0.14366,7494.834
0.13750199999999999,2607.69,0.13878000000000001,6639.2155999999995
0.145626,1505.75,0.15942,5676.435600000001
0.171678,1366.01,0.20138,10008.108400000001
0.13208999999999999,2450.6099999999997,0.25526,9753.599600000001
0.15267,1961.35,0.21917999999999999,8347.103599999999
0.174354,1422.1100000000001,0.21454,4018.7796
0.157302,1374.17,0.13938,5699.8772
0.149634,1746.13,0.11318,9015.1892
0.158742,2476.1099999999997,0.11282,6036.4316
0.170238,2329.91,0.1861,8460.962800000001
0.122058,2267.3500000000004,0.11922,9661.5076
0.165606,2093.6099999999997,0.19006,4921.281199999999
0.143406,2448.5699999999997,0.1845,5949.3628
0.13077,1860.03,0.18402,9989.69
0.143814,2524.3900000000003,0.20662,9694.9956
0.15669,1128.69,0.21262,3062.6972
0.17024999999999998,2223.49,0.1939,5850.573200000001
0.129066,1952.85,0.19254,5169.0923999999995
0.129042,1999.0900000000001,0.10918,8266.7324
0.150174,1780.47,0.14686,11372.7444
0.144942,1155.89,0.14918,6151.965200000001
0.13479,1296.99,0.20218,11339.2564
0.167826,1119.17,0.26814,8931.4692
0.156822,1020.23,0.29134,3635.342
0.135762,1225.93,0.24361999999999998,10731.4492
0.16443,2509.4300000000003,0.23614,3186.6028
0.171102,1561.85,0.16774,10013.1316
0.12789,1371.79,0.14626,7434.5556
0.173922,2491.75,0.1245,5659.6916
0.129126,1057.29,0.20689999999999997,7970.363600000001
0.162906,1719.6100000000001,0.17514,10979.2604
0.130074,1941.6299999999999,0.18702,5180.8132000000005
0.13833,1794.75,0.22014,5951.037200000001
0.16048199999999999,1257.21,0.29806,4892.8164
0.144882,1980.3899999999999,0.12902,10028.2012
0.168822,1159.29,0.24761999999999998,9075.4676
0.132342,1961.01,0.14038,9540.9508
0.16122599999999998,2119.79,0.24934,4306.7764
0.16449,1791.69,0.29238,3298.7876
0.159438,2222.8100000000004,0.19906000000000001,9525.8812
0.162126,1150.1100000000001,0.26718,3064.3716
0.12856199999999998,1831.13,0.20298,7650.5532
0.166806,1245.99,0.13906000000000002,9622.9964
0.162378,1272.17,0.1753,11265.5828
0.172986,1253.47,0.18422,10825.2156
0.17154599999999998,2031.05,0.1433,7091.3036
0.173898,1902.19,0.2853,9790.436399999999
0.127938,1959.99,0.24998,3131.3476
0.163026,1540.77,0.10726000000000001,5284.626
0.163974,2575.73,0.1333,9703.367600000001
0.177978,1788.97,0.1761,11036.19
0.12429,2526.09,0.18346,8352.1268
0.16155,1892.67,0.21517999999999998,3325.578
0.169182,1021.25,0.28325999999999996,6265.8243999999995
0.168954,2621.63,0.16158,10798.425200000001
0.15506999999999999,1413.61,0.2647,8080.874000000001
0.136302,2349.9700000000003,0.24678,6796.6092
0.17615399999999998,1508.47,0.11126,8549.706
0.12667799999999999,2462.8500000000004,0.23546,3553.2964
0.127578,2036.49,0.12558,5371.694799999999
0.135966,1596.19,0.21342,4909.5604
0.158046,1234.43,0.28986,6076.6172
0.165786,2132.37,0.28018,11371.07
0.152286,1250.07,0.12758,10604.194800000001
0.15153,1808.01,0.19269999999999998,6642.564399999999
0.15183,1832.15,0.18194,7421.1604
0.131826,2447.8900000000003,0.23522,3919.99
0.16701,2174.5299999999997,0.26961999999999997,4676.8188
0.151926,2472.71,0.18214,3625.2956
0.17482199999999998,1745.1100000000001,0.27493999999999996,10408.29
0.12889799999999998,2113.67,0.26926,7315.6732
0.140058,1633.25,0.1379,10398.2436
0.13439399999999999,2637.95,0.20966,10391.545999999998
0.177402,1966.79,0.28442,7761.0636
0.161406,1694.1100000000001,0.13234,5281.2772
0.14576999999999998,2247.63,0.12186,10265.966
0.168846,2611.77,0.18326,9127.374
0.151266,1920.55,0.12906,9239.558799999999
0.160914,1181.73,0.1829,9108.9556
0.166686,1745.45,0.2477,4705.2836
0.12936599999999998,2428.8500000000004,0.15234,7652.2276
0.124446,2360.85,0.12146000000000001,8591.565999999999
0.177054,2366.63,0.16382,5817.0851999999995
0.128754,1234.77,0.10578,4246.498
0.17883,2478.49,0.19638,7319.022
0.14948999999999998,2278.23,0.2923,4457.4724
0.140154,1487.39,0.24322,8183.0124000000005
0.138774,2499.23,0.10766,6225.638800000001
0.137202,2520.31,0.1365,10036.573199999999
0.15549,1782.85,0.29242,10369.7788
0.136758,1317.05,0.27978000000000003,10296.1052
0.13737,2196.29,0.12946,8916.3996
0.17321399999999998,1946.3899999999999,0.27734000000000003,3613.5748000000003
0.127794,1169.49,0.20914,4956.4436000000005
0.142422,1497.25,0.16822,3151.4404
0.123726,1607.75,0.23634,9082.1652
0.16088999999999998,1397.97,0.22846,3760.922
0.17823,2461.49,0.21117999999999998,7588.600399999999
0.14995799999999998,1556.4099999999999,0.23138,4968.1644
0.17715,1902.5300000000002,0.22598,9877.5052
0.152466,1143.65,0.10018,7481.4388
0.161862,1755.65,0.2367,5828.8060000000005
0.172854,2595.45,0.2921,4362.0316
0.17907,2570.63,0.24581999999999998,5393.4619999999995
0.156258,1359.8899999999999,0.18778,9154.164400000001
0.172086,2258.17,0.28369999999999995,9462.254
0.133446,1810.3899999999999,0.2389,8136.129199999999
0.16329,1911.71,0.16626,10312.8492
0.12171,1826.03,0.10558000000000001,3141.3940000000002
0.174486,1516.9699999999998,0.2309,3156.4636
0.14862599999999998,1776.0500000000002,0.28274,6610.7508
0.13089,1202.13,0.17954,7553.438
0.141738,1755.31,0.22958,7975.3868
0.13718999999999998,2530.17,0.21133999999999997,5517.3676
0.160098,1754.97,0.28474,9016.8636
0.161682,1860.71,0.27725999999999995,9571.09
0.153606,2250.69,0.1549,6404.7996
0.134454,2472.0299999999997,0.11866,5122.209199999999
0.124374,2563.1499999999996,0.28598,11051.259600000001
0.167634,1015.47,0.16478,6518.6588
0.174186,2413.8900000000003,0.17554,4778.9572
0.15465,1392.87,0.28525999999999996,5159.046
0.176406,1523.09,0.26054,5425.2756
0.13308599999999998,2248.31,0.24194,11123.2588
0.150822,2307.81,0.26258,4879.4212
0.166926,1788.63,0.18681999999999999,11151.723600000001
0.144582,1703.97,0.26073999999999997,10708.0076
0.163422,1231.37,0.21545999999999998,4241.4748
0.12741,2553.63,0.17578,7355.8588
0.16766999999999999,1205.53,0.19657999999999998,4189.5684
0.15159,2313.9300000000003,0.12278,5294.6723999999995
0.132318,1459.51,0.2831,7684.041200000001
0.16419,1256.87,0.26234,3312.1828
0.17973,1461.21,0.25605999999999995,5410.206
0.166254,2396.21,0.28613999999999995,6024.7108
0.152382,2492.77,0.16582,5165.7436
0.17737799999999998,1955.23,0.29486,6120.1516
0.142734,2232.33,0.22218,10773.3092
0.155718,1400.35,0.18414,4783.9804
0.17549399999999998,2320.05,0.23273999999999997,5008.35
0.15807,1252.79,0.29654,11332.5588
0.139734,1460.53,0.2649,10476.9404
0.125562,1752.93,0.11214,5147.325199999999
0.135402,2169.43,0.2065,11389.4884
0.16719,1869.89,0.12354000000000001,4447.426
0.167034,1185.81,0.2539,6843.4924
0.157494,2310.19,0.18366,10225.7804
0.126138,2306.1099999999997,0.16670000000000001,4748.818
0.14832599999999999,2184.39,0.13966,9994.713199999998
0.143046,2068.1099999999997,0.21986,8650.17
0.17885399999999999,1052.53,0.12422,3844.642
0.142878,1321.81,0.22282,5120.534799999999
0.178446,1749.87,0.25342,3055.9996
0.15284999999999999,2571.99,0.18662,9629.694
0.122898,1289.17,0.12814,5231.0452000000005
0.12807,2399.95,0.1493,9745.2276
0.130902,1038.59,0.19326,8812.586800000001
0.145482,1121.89,0.12426000000000001,6952.3284
0.17071799999999998,1394.91,0.20989999999999998,6455.0316
0.128442,1950.47,0.13386,6938.9331999999995
0.122046,1310.59,0.19018000000000002,11238.7924
0.172098,2616.19,0.27562,3881.4788
0.168606,1335.75,0.1765,8730.5412
0.157314,1217.43,0.11798,9207.7452
0.13635,2340.79,0.25534,10103.5492
0.17923799999999998,1410.21,0.1163,6875.3060000000005
0.133818,1949.45,0.19585999999999998,5133.93
0.16725,1230.69,0.28418,7220.2324
0.131466,1053.21,0.27822,10954.144400000001
0.17247,1211.99,0.19141999999999998,10845.3084
0.167622,1378.5900000000001,0.10322,5853.9220000000005
0.16053,2210.91,0.25938,3908.2691999999997
0.155946,1945.3700000000001,0.2371,4954.7692
0.123654,2645.4300000000003,0.22569999999999998,7042.745999999999
0.148746,1308.21,0.20126,3796.0844
0.152574,1468.35,0.11750000000000001,9584.4852
0.12642599999999998,2690.65,0.20862,3739.1548000000003
0.173022,1957.27,0.1015,8995.0964
0.16509,1537.71,0.12274,11150.0492
0.14196599999999998,2503.6499999999996,0.2681,4333.5668000000005
0.128706,1617.6100000000001,0.11854,7777.8076
0.13228199999999998,1036.55,0.14682,6337.8236
0.14291399999999999,1709.75,0.17421999999999999,10307.826000000001
0.12478199999999999,2544.79,0.10358,3893.1996
0.177846,1868.19,0.18994,7444.602
0.121086,2498.55,0.28781999999999996,5614.4828
0.135018,2647.8100000000004,0.1101,8452.5908
0.146442,1048.45,0.13534000000000002,4857.654
0.153426,1066.81,0.24226,3471.2508
0.129822,2360.51,0.1713,8755.657200000001
0.138378,1833.17,0.11014,8375.5684
0.139074,1605.71,0.16842000000000001,3946.7804
0.15831,1289.85,0.1227,8728.8668
0.171114,1675.0700000000002,0.22905999999999999,3668.83
0.177894,2082.3900000000003,0.11074,8306.918
0.156018,2197.99,0.11062000000000001,6150.290800000001
0.13659,2540.37,0.23646,6110.1052
0.122514,1405.45,0.21358,9040.305199999999
0.13899,2488.01,0.18054,6306.01
0.16416599999999998,2095.31,0.2329,3590.1332
0.163878,2697.79,0.14086,11299.0708
0.139326,2557.0299999999997,0.1363,4305.102
0.16604999999999998,1089.59,0.18446,9182.6292
0.137958,1163.71,0.15422,4025.4772000000003
0.179262,1546.8899999999999,0.15689999999999998,7997.154
0.122142,1980.73,0.25302,4703.6092
0.17485799999999999,2605.99,0.23917999999999998,4480.914
0.15615,1773.33,0.17722,10634.333999999999
0.16788599999999998,1374.85,0.2609,7253.7204
0.164646,2341.4700000000003,0.1399,6560.5188
